distance_traveled,trip duration,num_of_passengers,time of day
261,0.9,3,37.5
936,2.46,1,78.75
20,0.64,2,135
3251,18.41,1,318.75
945,4.54,1,93.75
755,3.83,1,82.5
309,1.43,1,41.25
637,9.17,1,131.25
964,4.63,1,93.75
492,1.79,1,56.25
382,1.82,1,45
800,5.5,4,93.75
345,2.66,1,52.5
1048,6.63,1,116.25
569,2.38,1,60
1360,6.44,1,108.75
337,2.08,1,45
1166,4.23,1,108.75
314,1.19,1,41.25
390,1.66,1,48.75
920,8.11,1,187.5
1120,9.32,1,146.25
408,1.93,1,48.75
776,2.96,2,78.75
751,2.95,1,75
289,1.87,1,41.25
666,2.09,1,63.75
253,1.05,3,37.5
183,1,1,52.5
587,3.46,1,71.25
1538,6.5,1,142.5
869,2.43,1,78.75
423,1.58,1,48.75
1080,6.47,2,123.75
1695,5.13,1,138.75
380,1.63,1,48.75
815,3.64,1,82.5
472,2.29,1,56.25
332,1.24,1,41.25
286,1.87,1,45
606,3.32,1,67.5
949,5.68,1,105
1029,2.24,1,86.25
549,1.61,3,52.5
562,4.46,1,75
532,2.57,1,60
1010,2.93,1,78.75
1354,6.23,1,127.5
660,2.3,4,63.75
608,3.54,2,71.25
659,3.56,1,75
865,3.51,1,82.5
232,1.21,1,37.5
392,1.9,5,48.75
1039,6.29,1,108.75
1300,5.38,1,123.75
1186,10.2,1,161.25
315,1.67,1,45
496,1.45,2,45
1681,6.47,1,142.5
1357,9.82,2,168.75
2229,3.73,2,165
704,3.38,1,75
948,3.91,1,90
940,5.5,1,101.25
952,4.1,1,90
671,3.51,2,75
362,0.8,1,41.25
774,1.9,1,71.25
514,1.82,1,52.5
1146,5.23,1,108.75
609,3.17,1,71.25
1362,17.86,1,243.75
644,2.88,1,63.75
511,1.93,1,56.25
1427,6.69,1,131.25
961,3.83,1,90
254,0.89,1,33.75
1138,5.34,1,112.5
477,2.19,1,56.25
1138,4.67,4,105
1012,4.35,1,90
287,0.98,1,37.5
968,4.39,1,97.5
1433,10.22,1,172.5
906,5.17,1,112.5
1040,2.62,1,90
581,2.43,1,63.75
3330,13.79,1,273.75
947,3.04,1,86.25
656,3.11,1,67.5
329,2.06,1,45
19,0.24,1,90
1557,8.35,1,153.75
775,3.01,6,75
384,1.17,1,37.5
750,2.51,1,75
368,1.32,1,45
414,2.25,2,52.5
156,1.06,1,30
119,0.93,1,112.5
1602,10.69,1,172.5
423,1.74,1,48.75
502,2.25,1,56.25
401,1.24,1,45
615,2.91,1,63.75
3150,10.25,1,236.25
231,0.97,1,33.75
799,5.89,1,97.5
1237,8.01,1,138.75
591,2.85,1,67.5
1343,11.04,1,172.5
328,1.11,1,37.5
1173,4.65,2,108.75
242,1.01,1,37.5
244,1.13,5,33.75
3570,29.1,1,390
930,3.07,1,86.25
1019,4.46,1,101.25
86,0.21,5,22.5
2699,9.4,1,225
1600,12.36,1,198.75
612,2.43,1,63.75
654,2.25,1,63.75
2939,14.98,1,270
1647,13.81,1,210
275,1.05,3,37.5
1501,5.83,1,131.25
66095,2.96,1,60
791,4.94,1,97.5
726,2.64,1,71.25
1407,5.42,1,127.5
403,2.45,1,52.5
1051,12.21,1,176.25
1220,4.83,1,116.25
191,0.82,1,33.75
877,10.93,1,161.25
852,7.08,1,112.5
931,2.93,1,82.5
739,3.91,1,82.5
586,2.57,2,63.75
232,1.88,1,41.25
413,1.79,1,48.75
543,2.35,1,60
714,2.57,1,67.5
1956,12.07,1,195
632,3.25,1,71.25
796,2.85,1,75
592,2.8,1,63.75
352,1.29,1,41.25
2092,8.48,1,187.5
1306,5.36,1,116.25
819,3.36,1,82.5
1141,3.98,2,101.25
1171,3.86,1,105
981,5.2,1,90
806,4.09,5,86.25
996,3.15,1,90
332,1.16,1,41.25
207,0.74,1,30
689,2.67,1,67.5
1859,6.24,1,153.75
850,5.79,1,97.5
820,2.04,1,71.25
24,0.06,1,18.75
434,1.67,1,48.75
1039,3.27,1,90
309,1.61,2,45
489,2.57,1,56.25
392,1.61,1,45
349,1.56,1,45
619,10.73,1,146.25
706,3.01,2,78.75
1768,5.63,1,142.5
731,3.06,1,75
602,4.15,1,78.75
1141,4.76,2,108.75
456,2.46,1,56.25
664,2.19,2,63.75
2182,25.72,1,337.5
1394,12.67,1,195
410,1.9,1,48.75
963,4.59,1,93.75
536,5.87,2,93.75
1024,3.07,1,90
443,2.08,1,52.5
1056,6.6,1,116.25
853,5.47,1,105
109,0.8,1,26.25
387,1.74,1,48.75
818,7.97,1,127.5
640,2.9,1,67.5
923,3.3,1,82.5
541,1.93,1,56.25
362,2.93,1,56.25
1358,3.48,1,108.75
433,2.51,1,56.25
496,2.27,1,56.25
1066,5.87,1,105
697,4.36,1,82.5
1019,3.83,1,90
942,4.09,1,93.75
880,7.18,1,112.5
203,1.21,1,33.75
1127,3.67,2,101.25
891,3.22,1,82.5
633,3.01,6,71.25
1113,11.83,1,172.5
482,2.01,1,52.5
1426,7.07,2,135
1447,4.81,1,127.5
1843,8.08,2,157.5
744,2.95,1,75
240,0.85,1,33.75
1093,8.21,1,138.75
2708,11.01,1,243.75
532,1.16,1,52.5
78,0.58,1,26.25
1056,4.1,3,97.5
758,4.44,1,86.25
248,1.59,1,41.25
626,2.43,1,63.75
572,2.61,1,63.75
967,3.59,1,90
617,2.93,1,71.25
604,2.7,2,67.5
757,4.8,1,93.75
672,2.22,1,67.5
855,2.69,2,78.75
1257,2.74,1,101.25
1809,7.03,1,157.5
1400,3.96,1,112.5
1255,4.72,1,112.5
1185,6.69,1,120
9688,23.35,1,750
26,0.08,1,90
615,3.88,1,71.25
639,4.51,1,78.75
403,1.77,1,48.75
427,1.93,1,52.5
275,1.22,1,37.5
750,3.77,1,82.5
420,2.12,1,52.5
206,0.72,1,30
765,3.22,2,75
1023,12.33,1,225
2319,6.79,1,191.25
523,1.71,1,56.25
354,1.77,1,48.75
834,3.81,1,82.5
1518,3.96,1,123.75
1783,5.92,2,150
713,3.17,1,75
5124,15.8,1,420
1532,8.4,1,157.5
112,0.97,1,30
282,1.61,1,41.25
412,1.96,2,48.75
2482,23.45,1,337.5
248,1.42,1,37.5
1247,11.76,1,172.5
244,0.92,1,37.5
701,3.2,1,75
792,7.63,1,120
424,3.04,1,56.25
1127,2.59,2,71.25
816,4.46,1,90
1130,4.02,3,101.25
680,1.82,5,63.75
257,1.08,1,37.5
1729,7.58,1,157.5
323,1.45,1,41.25
364,1.77,1,45
161,1,1,30
376,1.93,1,48.75
720,3.65,2,75
790,5.47,1,93.75
742,3.35,1,75
1044,4.12,1,97.5
418,1.48,1,48.75
233,1.66,2,41.25
658,2.85,1,67.5
1165,4.67,1,105
1514,8.93,1,165
315,1.01,1,37.5
2013,6.37,1,165
179,0.5,1,30
988,5.17,1,97.5
812,4.14,1,86.25
891,6.92,1,120
974,2.82,1,90
608,5.04,1,82.5
487,1.87,1,52.5
985,5.28,2,225
435,2.09,1,56.25
7,0.11,1,90
712,2.74,1,67.5
596,2.83,1,67.5
1343,4.3,1,112.5
502,2.7,1,60
853,7.6,1,112.5
999,3.32,1,90
326,1.64,1,45
1248,10.7,1,168.75
1967,7.52,2,172.5
367,1.38,1,45
235,1.34,1,37.5
280,1.42,1,41.25
533,3.41,3,67.5
760,5.47,1,93.75
125,0.6,2,26.25
349,1.24,1,41.25
1150,5.6,1,112.5
1313,5.39,1,116.25
583,2.98,1,67.5
1333,5.34,1,120
785,4.46,1,90
253,1.29,1,37.5
461,2.27,1,56.25
352,1.77,1,45
449,1.71,1,48.75
1526,5.1,1,127.5
416,2.35,1,52.5
1819,10.46,1,183.75
574,2.25,5,60
441,1.77,1,150
729,2.77,1,71.25
1019,5.25,1,108.75
722,2.99,1,75
7,0.03,1,225
845,6.37,3,105
726,5.65,1,93.75
103,1.17,1,30
905,4.35,1,93.75
425,1.8,5,48.75
206,0.1,1,30
509,2.35,1,60
4220,15.56,2,525
1525,3.81,2,123.75
1022,5.83,1,105
542,1.58,1,56.25
436,2.09,0,52.5
1067,2.54,1,90
962,3.75,2,90
2107,14.52,1,251.25
861,4.35,4,86.25
846,4.33,1,90
1321,4.86,1,120
3499,18.64,1,322.5
1457,7.4,1,138.75
466,2.06,1,52.5
528,3.43,1,67.5
336,1.37,1,41.25
1468,5.94,1,131.25
520,4.75,2,78.75
613,2.06,1,48.75
1181,10.09,1,153.75
695,4.8,1,86.25
246,1.43,1,37.5
283,1.34,1,41.25
1229,10.44,1,157.5
1196,4.78,2,108.75
1501,5.41,1,131.25
1271,3.86,2,735
1971,13.33,2,300
1300,17.24,2,487.5
478,2.83,1,60
705,4.72,1,82.5
631,3.14,1,71.25
189,1.4,1,33.75
968,6.31,1,112.5
686,3.03,1,71.25
247,1.13,1,37.5
216,1.22,1,33.75
561,2.4,1,97.5
470,2.06,1,52.5
431,1.92,1,52.5
816,3.38,1,82.5
768,6.1,1,108.75
181,0.32,1,30
1026,7.89,1,135
694,3.17,1,71.25
511,1.61,1,52.5
796,5.23,1,93.75
1418,10.17,1,165
627,2.09,1,63.75
1377,7.89,2,146.25
991,5.97,1,105
604,4.86,1,78.75
386,1.8,1,48.75
3700,13.65,2,296.25
838,5.31,1,93.75
1124,3.7,1,97.5
361,0.97,1,41.25
239,1.59,2,41.25
128,0.8,1,30
931,5.36,1,105
729,4.26,1,82.5
498,3.15,1,67.5
814,4.12,1,82.5
1256,9.64,1,157.5
413,2.3,1,52.5
435,1.22,1,48.75
1724,5.81,1,135
1119,11.84,1,168.75
1132,5.28,1,112.5
542,2.49,1,56.25
395,1.45,1,45
3324,13.45,1,281.25
735,2.25,1,71.25
607,3.12,1,67.5
505,2.24,1,52.5
1347,11.25,1,176.25
737,1.54,1,63.75
762,9.48,1,225
491,2.45,4,60
490,2.01,1,56.25
1242,10.11,1,165
1955,13.99,1,221.25
907,5.15,1,101.25
2079,7.53,1,168.75
1200,10.48,1,165
1308,4.59,1,108.75
1192,12.1,1,172.5
808,7.05,1,112.5
1864,4.41,1,138.75
561,5.81,5,93.75
1224,8.82,1,146.25
4226,31.69,1,390
863,3.38,1,82.5
3156,12.86,1,266.25
508,2.09,1,56.25
2023,6.81,1,165
823,3.46,1,82.5
505,2.86,1,60
607,1.17,1,56.25
177,0.63,1,30
1423,13.6,1,202.5
674,2.06,1,63.75
573,3.77,1,71.25
699,4.3,1,78.75
1008,3.27,1,90
689,2.01,1,67.5
300,1.3,1,41.25
668,2.78,1,67.5
466,1.24,1,48.75
902,3.62,1,82.5
372,2.35,1,52.5
1271,5.34,1,116.25
695,2.98,1,71.25
1190,3.44,2,101.25
1753,7.13,1,150
1258,2.75,2,82.5
1287,7.07,1,138.75
3071,28.81,1,405
653,2.74,1,71.25
1694,2.95,1,127.5
341,0.9,1,37.5
1528,24,1,300
459,0.63,1,48.75
1843,12.47,5,213.75
2382,10.57,1,210
618,1.8,1,60
325,1.48,1,41.25
1901,27.83,1,390
436,1.69,1,52.5
578,2.41,1,60
435,1.58,1,48.75
3870,17.88,1,341.25
1143,3.4,1,97.5
4244,29.03,1,390
607,5.97,1,97.5
591,6.6,1,101.25
557,3.27,1,67.5
823,3.77,1,82.5
379,1.26,4,45
1329,10.38,2,176.25
397,1.83,1,48.75
919,8.66,1,131.25
337,1.29,1,41.25
485,1.88,1,56.25
582,2.14,1,60
946,2.19,1,82.5
416,1.77,1,48.75
1196,6.6,2,120
196,0.97,1,33.75
305,2.22,1,48.75
527,2.57,1,60
862,2.29,1,75
667,1.58,1,60
255,0.9,1,75
454,3.03,1,63.75
578,2.37,1,60
1777,5.28,1,138.75
420,2.24,1,52.5
566,2.85,1,63.75
1802,10.69,1,187.5
380,1.38,1,45
1344,4.57,1,108.75
233,1.09,6,33.75
551,2.17,5,56.25
3423,21.4,1,356.25
2594,7.1,2,195
274,1.5,1,41.25
896,4.28,1,93.75
624,3.06,5,71.25
1484,4.86,1,123.75
893,2.12,1,78.75
411,3.01,1,56.25
1382,10.72,1,168.75
1676,3.23,1,127.5
994,4.25,1,150
1620,4.59,1,135
202,0.48,1,30
536,5.73,1,93.75
790,7.23,1,116.25
292,1.75,1,41.25
530,3.06,1,63.75
6,5.95,1,18.75
313,1.48,1,41.25
1342,6.6,1,123.75
1638,8.08,1,153.75
269,0.93,1,37.5
2310,17.22,1,258.75
1476,11.04,1,176.25
626,2.98,6,67.5
832,3.22,1,78.75
667,4.07,1,78.75
887,6.44,1,101.25
873,6.86,1,112.5
691,3.19,5,75
1694,11.67,1,178.875
132,0.6,1,26.25
401,1.74,1,48.75
2861,18.94,1,307.5
658,3.54,1,75
6,0.02,1,18.75
281,1.14,1,37.5
834,3.32,1,78.75
904,3.28,1,82.5
317,1.77,1,45
484,2.08,6,52.5
397,1.83,1,48.75
753,3.01,1,75
490,2.66,1,56.25
693,2.67,1,67.5
459,2.06,6,52.5
1597,8.42,1,161.25
774,9.87,5,138.75
1042,3.64,1,93.75
534,2.12,1,56.25
1566,14.92,1,225
1858,0.37,1,135
540,3.04,1,63.75
475,2.43,1,56.25
507,2.57,3,56.25
6463,12.01,1,465
299,0.89,2,37.5
1322,11.17,1,180
604,4.12,5,82.5
814,4.1,1,90
370,1.5,6,45
438,6.07,1,90
357,1.53,6,45
1187,11.43,1,337.5
1214,9.66,1,161.25
671,4.02,2,78.75
585,2.22,1,56.25
503,2.25,1,56.25
1540,5.41,1,131.25
1007,3.38,1,90
2316,17.7,1,288.75
218,0.45,1,30
779,6.08,1,105
282,2.27,1,45
692,3.64,3,78.75
964,7.64,1,116.25
593,2.7,1,63.75
691,3.52,1,75
1194,6.94,1,127.5
0,0.02,1,187.5
189,1.09,1,33.75
750,3.38,1,78.75
611,1.72,1,56.25
434,2.56,1,56.25
1098,5.97,1,112.5
511,2.09,1,56.25
2428,7.74,1,198.75
309,1.51,1,41.25
762,10.9,1,146.25
225,0.82,1,33.75
483,5.15,1,82.5
1067,4.09,1,90
362,2.17,1,52.5
1322,7.9,1,135
1226,5.81,2,116.25
681,2.25,1,67.5
198,0.76,1,33.75
255,1.01,1,33.75
316,1.37,2,41.25
821,5.36,1,101.25
940,6.05,1,105
619,1.77,1,60
360,1.53,1,45
399,1.67,1,48.75
1898,4.63,1,142.5
139,0.89,1,30
1399,4.72,5,123.75
1071,4.41,1,101.25
980,4.01,1,93.75
265,0.8,1,33.75
413,2.12,2,52.5
924,2.57,1,82.5
419,2.41,1,52.5
857,1.77,2,71.25
816,2.66,1,78.75
1255,5.75,5,123.75
685,2.48,1,71.25
836,3.48,2,82.5
789,3.52,1,82.5
622,3.83,2,71.25
359,1.63,1,45
1417,7.1,1,142.5
445,2.61,1,60
643,2.43,1,63.75
470,1.87,1,52.5
279,1.34,1,37.5
473,3.7,1,63.75
1019,3.04,1,93.75
542,2.11,1,60
862,2.22,1,78.75
696,2.82,1,71.25
272,1.58,1,41.25
790,2.29,1,71.25
944,3.81,1,86.25
310,1.46,2,41.25
2003,15.34,1,243.75
1362,10.98,1,176.25
1724,7.58,1,153.75
605,4.57,1,82.5
275,1.26,1,37.5
462,1.92,1,112.5
816,3.81,3,86.25
872,3.7,1,86.25
2211,9.45,1,191.25
983,3.65,2,97.5
1612,10.44,1,168.75
337,1.61,1,45
516,1.66,1,56.25
665,3.06,2,71.25
1230,5.95,1,120
1271,12.89,1,187.5
912,2.74,1,82.5
404,2.3,1,52.5
550,3.38,0,67.5
631,3.35,1,71.25
1242,5.7,1,112.5
1112,4.94,1,108.75
293,1.66,1,41.25
515,2.59,1,56.25
253,1.4,1,37.5
792,4.67,1,90
299,1.01,1,37.5
458,1.92,1,52.5
580,2.62,1,63.75
463,2.25,1,56.25
613,2.46,2,63.75
651,4.51,3,78.75
2613,9.69,1,183.375
386,3.19,1,56.25
1760,12.55,1,210
390,2.24,1,48.75
819,3.06,1,112.5
590,2.43,1,63.75
97,0.84,1,33.75
548,2.53,1,63.75
1706,7.53,1,150
1412,6.92,2,131.25
905,3.06,1,82.5
585,1.8,1,60
636,3.89,1,78.75
220,1.35,1,37.5
395,1.77,1,48.75
764,3.44,1,78.75
517,2.54,6,60
203,1.5,1,37.5
650,5.86,3,97.5
1341,13.6,1,195
229,1.21,1,37.5
349,1.71,1,45
207,1.29,1,37.5
626,3.11,1,67.5
619,2.09,1,63.75
1263,4.41,1,112.5
1077,2.64,1,93.75
195,0.58,1,30
746,2.25,1,71.25
171,1.3,1,33.75
1631,5.1,1,135
230,1.24,2,37.5
439,2.57,1,56.25
518,3.38,2,71.25
484,3.94,1,75
586,1.63,1,56.25
593,2.3,1,63.75
838,4.18,1,90
1591,18.54,1,258.75
1075,4.43,1,105
990,3.75,1,97.5
733,2.62,1,71.25
946,9.59,1,142.5
521,2.51,1,56.25
316,1.46,1,41.25
1289,10.73,1,172.5
2829,28.47,1,390
403,1.95,1,48.75
488,1.85,1,56.25
2073,12.79,1,221.25
712,3.3,1,78.75
1722,16.03,5,236.25
914,5.49,1,105
343,1.56,1,45
421,1.13,2,45
1447,5.97,1,131.25
722,4.26,1,82.5
1045,4.51,2,97.5
1339,9.5,1,153.75
1555,8.56,1,153.75
933,9.32,1,142.5
534,2.78,1,63.75
863,4.99,1,93.75
694,6.1,1,101.25
911,9.5,1,142.5
567,2.72,1,63.75
746,3.91,1,78.75
775,5.95,1,101.25
722,4.35,2,82.5
1840,7.26,1,157.5
300,2.22,1,48.75
887,2.25,1,48.75
526,4.35,1,71.25
972,7.89,1,127.5
830,9.01,1,135
679,4.62,1,86.25
151,1.19,2,150
594,2.99,1,63.75
762,2.78,1,75
518,2.43,1,60
316,1.42,1,41.25
1492,7.5,1,150
1202,10.94,1,168.75
3375,6.36,1,255
523,2.3,1,60
1905,8.22,1,172.5
1596,4.23,1,131.25
701,2.53,1,67.5
581,2.48,1,63.75
4885,19.31,1,401.25
538,3.04,1,60
893,6.81,1,116.25
1062,3.94,1,93.75
576,2.57,1,63.75
901,4.18,1,90
242,1.05,2,33.75
383,2.41,1,52.5
505,1.45,1,52.5
688,2.16,2,75
798,4.02,1,82.5
597,7.26,1,108.75
1409,6.97,1,135
556,4.28,1,75
512,1.51,1,48.75
540,1.4,2,56.25
1053,6.9,1,120
721,5.05,1,93.75
1019,6.92,1,120
43353,9.22,1,150
1208,5.47,1,116.25
389,1.54,1,45
449,1.3,1,75
561,1.88,1,60
514,1.92,1,56.25
741,2.08,1,71.25
504,2.8,1,60
940,3.36,1,82.5
360,1.43,1,41.25
5118,4.23,1,82.5
729,3.7,2,75
1162,6.44,2,116.25
1628,5.49,1,131.25
1512,13,1,198.75
1210,5.52,1,112.5
1018,2.91,1,86.25
1055,4.83,1,105
1582,7.45,5,161.25
1470,4.17,1,120
538,2.43,1,60
978,6.5,1,108.75
227,1.13,1,33.75
513,2.74,3,60
492,2.51,1,60
278,1.35,1,41.25
283,1.19,1,37.5
592,2.4,1,63.75
295,2.59,1,48.75
1201,5.83,1,120
47,0.02,1,18.75
485,3.23,1,67.5
803,3.65,1,78.75
730,2.93,6,71.25
387,1.35,2,45
1029,8.35,2,135
605,2.91,1,67.5
381,5.39,1,78.75
247,1.03,1,33.75
1826,6.39,1,150
533,3.85,1,63.75
302,2,2,45
1394,6.76,1,135
1028,5.13,1,101.25
597,1.96,1,60
617,3.14,1,71.25
132,0.29,1,26.25
685,2.37,1,67.5
390,2.04,1,60
680,2.9,2,71.25
1110,6.63,1,120
181,1.13,1,33.75
328,2.14,1,48.75
2256,16.99,1,262.5
201,0.35,1,30
795,3.99,1,82.5
2711,19.59,1,307.5
260,0.9,1,33.75
907,4.18,2,90
913,4.28,1,93.75
952,4.84,5,97.5
207,0.8,2,33.75
360,1.82,1,45
832,3.33,2,78.75
1356,5.42,2,123.75
973,4.81,1,93.75
321,0.79,1,37.5
662,3.8,1,75
685,3.01,1,71.25
806,4.75,1,90
1016,3.7,2,90
925,4.09,1,90
316,1.96,1,45
483,1.53,1,52.5
1115,12.67,1,183.75
685,4.02,1,75
1219,2.88,1,101.25
831,8.85,1,135
1143,2.93,1,93.75
2009,7.97,1,180
1061,2.59,1,86.25
560,3.4,1,67.5
260,1.13,1,37.5
840,3.65,1,86.25
1225,3.28,1,101.25
1441,7.55,1,146.25
314,1.35,1,41.25
341,4.94,1,112.5
481,2.78,1,60
474,2.06,1,52.5
978,11.43,1,153.75
898,4.07,1,90
988,8.69,1,131.25
370,1.27,1,45
1237,13.24,1,198.825
611,3.36,1,71.25
2395,8.74,1,187.5
492,2.57,2,56.25
1119,6.76,1,116.25
2530,17.91,1,281.25
579,2.78,1,63.75
1399,24.33,1,307.5
859,3.36,1,82.5
258,1.34,1,41.25
998,3.03,2,93.75
373,2.09,1,48.75
468,2.85,1,63.75
291,1.11,1,37.5
1032,4.02,1,97.5
359,1.35,1,45
1257,15.03,1,206.25
789,7.72,1,123.75
275,1.45,1,37.5
518,2.04,5,56.25
650,3.28,1,75
150,0.71,1,30
202,0.84,1,30
325,1.35,1,41.25
714,2.9,1,71.25
726,4.38,1,82.5
493,2.09,5,52.5
396,2.01,1,48.75
348,1.95,1,48.75
1052,9.82,1,153.75
558,2.41,2,60
696,3.12,1,71.25
209,1.53,1,37.5
1478,12.67,1,187.5
3,0.08,1,52.5
626,1.45,1,60
1539,6.49,1,131.25
1247,14.63,1,202.5
762,3.86,1,78.75
1956,7.37,1,157.5
1536,17.57,1,251.25
1358,1.93,2,105
7,0.05,1,157.5
5,0.05,1,375
759,3.22,1,75
997,4.78,1,93.75
932,8.21,1,120
1371,5.49,1,127.5
1568,12.2,2,183.75
317,1.77,2,45
1336,8.42,1,138.75
341,1.03,1,37.5
533,1.35,1,48.75
618,1.66,1,60
448,2.57,1,56.25
190,0.56,1,30
856,4.49,1,93.75
299,1.13,1,41.25
161,0.8,1,30
1075,7.74,1,123.75
305,1.42,1,41.25
239,1.16,1,37.5
935,10.56,1,153.75
460,2.75,1,56.25
1295,5.87,5,120
1638,10.83,1,172.5
1411,4.02,1,112.5
235,1.46,1,37.5
525,1.74,1,52.5
376,1.83,1,48.75
785,5.78,1,93.75
669,2.64,1,67.5
249,1.26,2,37.5
1134,8.11,1,165
1047,10.49,1,161.25
1109,8.87,1,146.25
1063,4.86,1,101.25
439,1.38,1,48.75
545,1.29,0,52.5
195,1.06,1,33.75
887,3.85,5,86.25
258,0.89,1,37.5
120,0.55,1,26.25
777,3.04,1,75
449,6.08,1,90
586,5.75,1,97.5
836,5.33,1,97.5
578,2.74,1,63.75
653,4.33,1,82.5
956,4.68,1,97.5
994,3.15,1,86.25
6,0.03,1,18.75
589,2.57,1,63.75
2915,10.36,1,243.75
1005,3.64,1,90
628,2.45,1,63.75
509,2.11,1,56.25
1626,9.25,1,172.5
1413,12.1,1,195
825,2.98,1,78.75
459,2.09,1,52.5
363,1.08,2,41.25
867,3.51,5,90
404,2.12,1,52.5
970,4.47,1,93.75
521,2.48,1,60
1438,11.84,1,187.5
293,1.42,2,41.25
213,1.08,1,33.75
364,1.21,1,41.25
886,16.16,2,337.5
1884,13.76,2,236.25
619,3.04,1,67.5
465,1.79,2,52.5
1384,5.91,1,123.75
985,9.82,1,150
167,0.68,1,30
776,3.54,1,75
1515,16.24,1,221.25
440,1.29,1,37.5
364,1.61,1,45
369,1.56,1,48.75
583,1.38,1,56.25
317,1.4,1,41.25
370,2.43,1,52.5
1068,3.36,1,93.75
246,1.43,1,37.5
732,4.78,1,86.25
849,4.33,1,90
1090,12.78,2,183.75
728,3.98,1,82.5
3700,7.1,2,266.25
493,2.9,2,63.75
1073,3.27,2,93.75
471,1.8,2,52.5
651,5.86,1,97.5
387,3.28,1,60
1660,6.82,1,146.25
1266,6.37,1,123.75
1067,9.29,1,146.25
1685,39.85,2,858.75
204,1.63,1,37.5
414,7.07,2,187.5
369,1.61,1,48.75
334,1.37,1,41.25
485,2.66,3,56.25
1334,5.94,1,123.75
976,5.6,2,108.75
2519,14.6,1,255
207,0.92,5,33.75
2748,11.91,1,240
449,2.9,2,60
519,2.66,1,60
1363,5.84,1,123.75
570,2.25,1,60
569,5.86,1,112.5
766,1.69,1,60
319,1.61,1,45
857,5.25,1,97.5
191,0.8,1,30
1232,4.75,1,108.75
5,0.03,1,18.75
977,3.38,1,90
395,1.61,1,48.75
674,1.98,1,63.75
2011,19.79,1,277.5
1564,5.04,1,127.5
959,4.83,1,97.5
1488,8.98,5,157.5
477,2.17,2,52.5
1564,17.14,1,236.25
691,2.98,1,71.25
732,3.86,2,78.75
183,0.84,5,30
957,4.55,1,93.75
674,5.39,5,86.25
1538,19.7,1,266.25
150,0.93,1,30
539,1.45,1,52.5
522,2.74,1,63.75
1399,6.16,1,127.5
763,6.44,1,101.25
315,1.5,1,45
2168,7.21,1,176.25
623,2.4,1,63.75
1511,4.35,2,127.5
511,4.76,1,78.75
1031,5.5,1,108.75
1088,3.99,1,101.25
1292,5.47,1,116.25
1384,7.24,1,138.75
422,1.5,1,45
90,0.14,5,18.75
1522,5.23,1,123.75
1341,6.16,1,123.75
2324,5.25,1,176.25
719,10.59,1,150
121,0.64,1,26.25
818,2.32,1,78.75
1877,6.44,3,157.5
1290,4.97,3,120
2309,18.46,1,277.5
747,4.7,1,86.25
511,1.77,1,52.5
753,8.67,1,127.5
641,2.86,1,67.5
283,1.3,1,37.5
1212,7.52,1,131.25
701,3.54,1,75
968,3.77,1,90
253,1.26,1,37.5
754,9.56,5,138.75
880,3.32,1,86.25
1954,10.73,1,180
1373,4.02,1,112.5
2688,10.14,1,222.75
569,1.93,1,60
424,2.01,1,52.5
577,1.93,1,60
2330,22.71,1,315
207,0.87,2,33.75
297,1.22,1,41.25
424,2.14,1,52.5
935,3.56,2,90
1380,8.85,1,146.25
369,2.14,1,48.75
692,4.06,2,78.75
940,4.28,1,86.25
654,2.09,1,63.75
215,2.19,1,45
538,3.03,1,63.75
476,1.83,1,52.5
269,1.67,6,41.25
720,2.03,1,71.25
446,2.04,1,52.5
1617,8.58,2,157.5
489,2.72,1,60
641,3.8,1,75
585,2.49,3,63.75
126,0.37,2,26.25
834,3.32,1,78.75
911,7.37,1,120
820,2.74,1,78.75
652,2.19,1,63.75
1437,6.13,1,131.25
701,4.02,1,82.5
245,1.77,1,41.25
725,4.68,1,86.25
835,3.28,1,78.75
575,4.83,1,86.25
535,2.72,1,63.75
578,2.45,1,60
416,2.35,1,56.25
523,2.41,1,63.75
646,4.15,1,78.75
1032,5.65,1,112.5
812,2.67,1,90
682,3.38,1,75
509,1.77,1,52.5
1117,3.44,1,97.5
265,1.22,1,37.5
470,1.11,1,48.75
1076,2.99,1,93.75
513,4.41,1,75
1141,17.03,1,221.25
757,3.06,1,75
678,0.87,1,60
444,1.63,1,52.5
1265,11.91,1,172.5
1007,5.78,1,112.5
1012,3.2,2,90
1767,1.05,1,127.5
2712,6.73,1,210
648,3.22,1,71.25
298,1.71,1,45
673,2.41,2,67.5
663,2.57,1,63.75
1340,12.39,1,187.5
886,6.6,1,105
650,1.93,1,63.75
1177,3.7,1,101.25
458,1.9,1,52.5
776,2.49,2,71.25
713,6.04,1,93.75
1147,4.02,0,101.25
1071,4.2,1,101.25
305,2.08,1,45
1196,8.19,1,138.75
390,1.95,1,48.75
331,1.72,1,45
1144,3.59,1,101.25
805,3.7,1,82.5
233,1.19,1,37.5
613,2.22,1,63.75
524,2.69,1,60
1332,11.91,1,168.75
1872,7.56,1,157.5
1036,6.68,1,112.5
567,1.63,1,56.25
890,8.42,1,131.25
796,3.59,1,78.75
352,1.48,1,45
238,0.77,2,33.75
465,4.89,6,82.5
244,1.13,2,33.75
130,1.4,1,33.75
863,5.23,1,91.875
462,1.61,1,52.5
1243,9.66,2,150
604,2.24,1,63.75
693,6.28,1,101.25
176,0.77,1,30
918,11.38,1,157.5
1034,9.98,1,153.75
3021,11.27,1,240
1439,13.81,1,195
1068,5.1,1,105
